patient_id,full_name,ssn,department,diagnosis,treatment_cost,admitted_date
PT-2224,Mrs. Susan Navarro,062-16-1972,Radiology,Migraine,1621.95,2026-08-21
PT-2225,Michael Fritz,571-90-0780,Pediatrics,Fracture,5175.61,2026-07-30
PT-2226,Kathleen Norris,701-95-9938,Radiology,Hypertension,10675.06,2026-05-02
PT-2227,Laura Braun,338-48-7715,Pediatrics,Asthma,10100.17,2026-03-31
PT-2228,Dawn Daniels,614-95-2422,Radiology,Type 2 Diabetes,3160.49,2026-06-08
PT-2229,Lauren Barrera,826-80-3435,Pediatrics,Asthma,5148.18,2026-05-19
PT-2230,Rhonda Martinez,869-53-5769,Cardiology,Fracture,11523.16,2026-01-11
PT-2231,Jenna Mason,794-66-3844,Oncology,Asthma,10277.7,2026-06-02
PT-2232,Jordan Powell,357-33-5650,Cardiology,Asthma,6436.38,2026-07-08
PT-2233,Kayla Wolf,841-86-3075,Cardiology,Asthma,9515.46,2026-06-10
PT-2234,Derek George,707-26-1723,Cardiology,Asthma,4106.55,2026-04-29
PT-2235,Casey Webster,082-57-5525,Pediatrics,Asthma,14809.61,2026-03-25
PT-2236,Taylor Wright,418-39-9797,Cardiology,Type 2 Diabetes,4515.02,2026-03-05
PT-2237,James Gonzalez,320-52-8621,Oncology,Hypertension,9942.64,2026-04-07
PT-2238,David Burns,095-46-8162,Pediatrics,Type 2 Diabetes,5083.69,2026-07-09
PT-2239,Gina Barnes,852-01-7672,Radiology,Hypertension,10774.0,2026-03-17
PT-2240,Amy Smith,848-72-0847,Oncology,Migraine,8267.33,2026-09-07
PT-2241,Mrs. Melanie Carpenter DDS,702-12-6003,Oncology,Fracture,14789.47,2026-04-15
PT-2242,Alicia Moreno,148-93-2729,Cardiology,Fracture,12151.28,2026-06-15
PT-2243,Catherine Baker,588-88-9402,Radiology,Migraine,14600.94,2026-02-08
PT-2244,Carl Davies,125-03-4854,Cardiology,Asthma,11931.49,2026-01-31
PT-2245,Bryan Wood,833-25-9930,Oncology,Migraine,13053.48,2026-02-14
PT-2246,Christopher Walker,784-43-9828,Cardiology,Type 2 Diabetes,9918.89,2026-04-18
PT-2247,Bruce Smith,031-69-6143,Oncology,Asthma,5964.88,2026-03-17
PT-2248,Amanda Santos,099-03-4790,Radiology,Migraine,6206.61,2026-01-07
PT-2249,Glenda Mcdonald,862-15-1586,Radiology,Fracture,3234.04,2026-04-14
PT-2250,Jeffrey Harris,577-50-1856,Oncology,Type 2 Diabetes,512.55,2026-04-23
PT-2251,Jay Jefferson,521-61-6818,Oncology,Type 2 Diabetes,301.81,2026-01-29
PT-2252,David Jackson,074-76-7438,Oncology,Fracture,14981.22,2026-02-15
PT-2253,Justin Williams,264-70-5214,Cardiology,Hypertension,10140.07,2026-08-08
PT-2254,Mary Berry,825-09-5648,Radiology,Type 2 Diabetes,524.22,2026-05-09
PT-2255,Anthony Gardner,535-57-9326,Radiology,Fracture,5525.01,2026-06-23
PT-2256,Cheryl Hendrix,101-76-6134,Oncology,Asthma,4018.7,2026-09-08
PT-2257,Brian Ross,395-78-6987,Cardiology,Fracture,12644.11,2026-01-25
PT-2258,Ashley Diaz,803-78-8722,Radiology,Fracture,10116.17,2026-06-04
PT-2259,Michael Foster,250-75-5403,Cardiology,Hypertension,10510.25,2026-03-04
PT-2260,Tammy James,033-03-8123,Cardiology,Hypertension,2609.87,2026-04-22
PT-2261,James Gregory,838-84-4545,Oncology,Fracture,7274.82,2026-07-16
PT-2262,Gina Garcia,812-44-4221,Oncology,Fracture,1822.84,2026-08-10
PT-2263,Christy Levy,355-36-3847,Pediatrics,Asthma,7127.88,2026-08-22
PT-2264,Donald Conway,566-54-8440,Pediatrics,Hypertension,9604.38,2026-07-16
PT-2265,Rhonda Webb,560-97-9447,Cardiology,Asthma,10406.88,2026-06-16
PT-2266,Destiny Perez,296-25-1741,Radiology,Fracture,9608.27,2026-04-17
PT-2267,Brittney Smith,098-59-1922,Oncology,Fracture,8526.09,2026-06-15
PT-2268,Brenda Jenkins,525-87-3103,Pediatrics,Migraine,12522.83,2026-01-05
PT-2269,Ronald Anderson,044-89-7295,Oncology,Hypertension,448.55,2026-04-05
PT-2270,Terry Randall,555-12-6927,Pediatrics,Type 2 Diabetes,11045.9,2026-07-04
PT-2271,Denise Mclaughlin,695-39-8408,Radiology,Type 2 Diabetes,12760.37,2026-04-08
PT-2272,Catherine Bond,589-58-4641,Radiology,Hypertension,3751.79,2026-04-18
PT-2273,Roger Wilson,179-22-0788,Oncology,Migraine,11018.92,2026-07-28
PT-2274,Joshua Bailey,554-48-5514,Pediatrics,Hypertension,5265.14,2026-04-07
PT-2275,Olivia Hart,123-56-0201,Cardiology,Type 2 Diabetes,2181.07,2026-06-14
PT-2276,Sarah Mclaughlin,574-08-0860,Oncology,Fracture,11360.84,2026-02-09
PT-2277,James Ward,423-45-0524,Cardiology,Fracture,6841.41,2026-05-15
PT-2278,Ashley Krause,069-31-2256,Oncology,Asthma,9794.65,2026-01-30
PT-2279,Aaron Williams,226-76-7376,Radiology,Fracture,6247.83,2026-05-13
PT-2280,Heather White,552-65-7010,Oncology,Type 2 Diabetes,4668.95,2026-02-14
PT-2281,Jessica Larsen,814-09-0641,Radiology,Asthma,6819.66,2026-07-07
PT-2282,Ronald Burke,606-99-9541,Radiology,Hypertension,6356.54,2026-07-19
PT-2283,Andrew Gamble,749-93-9963,Oncology,Type 2 Diabetes,12358.36,2026-05-16
PT-2284,Mary Miller,418-35-8429,Radiology,Asthma,13885.67,2026-06-30
PT-2285,Heather Johnson,678-63-5406,Oncology,Asthma,12250.29,2026-09-04
PT-2286,Sarah Dyer,897-70-6396,Pediatrics,Asthma,14278.65,2026-02-06
PT-2287,Christina Morton,426-94-0689,Cardiology,Hypertension,7800.23,2026-06-06
PT-2288,Kelly Jensen,825-37-6878,Radiology,Fracture,5244.27,2026-05-28
PT-2289,Dana Garcia,276-10-8848,Pediatrics,Migraine,4395.74,2026-07-12
PT-2290,Lisa Owens,816-21-9541,Cardiology,Type 2 Diabetes,2060.62,2026-03-11
PT-2291,Joan Wright,103-04-5216,Radiology,Fracture,7798.53,2026-08-22
PT-2292,Mikayla Brown,339-27-9266,Radiology,Type 2 Diabetes,7665.27,2026-03-16
PT-2293,Kaitlyn Hoffman,566-62-6658,Oncology,Type 2 Diabetes,12221.51,2026-05-26
PT-2294,Felicia Thomas,512-96-1929,Oncology,Hypertension,6201.84,2026-02-11
PT-2295,Dennis Barber,699-78-9150,Oncology,Fracture,2241.53,2026-06-03
PT-2296,Andre Baker,415-22-7389,Oncology,Migraine,14214.83,2026-08-01
PT-2297,Joy Beard,403-52-3408,Cardiology,Migraine,7489.21,2026-05-10
PT-2298,Lisa Kerr,315-77-7897,Radiology,Fracture,6507.87,2026-04-16
PT-2299,Charles Ramos,687-93-2924,Oncology,Migraine,5406.67,2026-03-18
PT-2300,Michael Lewis,847-69-6389,Cardiology,Migraine,11628.98,2026-06-30
PT-2301,Roy Walker,863-54-4010,Cardiology,Hypertension,9344.3,2026-07-31
PT-2302,Jonathan Smith,090-65-3544,Radiology,Asthma,5118.81,2026-06-22
PT-2303,Steven Guzman,835-36-8291,Cardiology,Type 2 Diabetes,8802.39,2026-09-05
PT-2304,Brian Rogers,707-77-7306,Oncology,Type 2 Diabetes,5984.22,2026-01-30
PT-2305,Kim Henry,358-19-2567,Oncology,Asthma,7737.32,2026-08-08
PT-2306,Jessica Hunt,709-36-8801,Radiology,Type 2 Diabetes,10040.04,2026-02-16
PT-2307,Pamela Lewis,088-28-9960,Pediatrics,Hypertension,12094.54,2026-08-30
PT-2308,Jessica Owens,761-48-6153,Cardiology,Asthma,7743.8,2026-04-14
PT-2309,Brian Barnes,570-56-5888,Radiology,Type 2 Diabetes,12996.72,2026-09-06
PT-2310,Cynthia Kline,143-30-8598,Pediatrics,Asthma,4798.69,2026-08-13
PT-2311,Nancy Kelly,801-95-8163,Oncology,Migraine,14512.63,2026-08-24
PT-2312,Janet Cook,158-73-2280,Pediatrics,Asthma,7089.77,2026-01-20
PT-2313,Kara Smith,241-56-2143,Oncology,Asthma,1658.94,2026-07-21
PT-2314,David Day,210-36-6459,Radiology,Migraine,4238.37,2026-06-13
PT-2315,Alexander Jordan,412-91-0530,Oncology,Hypertension,14215.18,2026-02-28
PT-2316,Michael Roberson,828-29-8434,Cardiology,Migraine,773.54,2026-08-29
PT-2317,Gina Howell,661-43-1155,Radiology,Fracture,11389.53,2026-01-14
PT-2318,Nichole Wong,849-04-1619,Oncology,Fracture,274.12,2026-07-18
PT-2319,Rita Davis,055-57-5232,Radiology,Migraine,9479.19,2026-05-03
PT-2320,Daisy Hernandez,306-24-6669,Cardiology,Hypertension,3855.23,2026-06-13
PT-2321,Justin Gordon,092-55-4923,Pediatrics,Fracture,8803.12,2026-04-11
PT-2322,Brian Barajas,897-84-5103,Oncology,Asthma,14153.85,2026-09-01
PT-2323,Jared Smith,441-29-3348,Cardiology,Migraine,3482.23,2026-06-01
PT-2324,Steven Rush,690-64-9099,Radiology,Fracture,9626.55,2026-05-07
PT-2325,Kaitlyn Weaver,054-85-1447,Oncology,Type 2 Diabetes,13731.56,2026-04-07
PT-2326,Kyle Romero,298-20-6649,Pediatrics,Asthma,5449.62,2026-04-10
PT-2327,Melissa Alexander,287-84-1419,Oncology,Type 2 Diabetes,786.13,2026-02-26
PT-2328,Andrea Gutierrez,404-75-3986,Radiology,Asthma,6950.74,2026-04-07
PT-2329,Crystal Gomez,892-47-3868,Cardiology,Hypertension,7300.03,2026-07-22
PT-2330,Brent Knight,664-97-2263,Pediatrics,Hypertension,3922.1,2026-03-31
PT-2331,Amber Hicks,784-75-2806,Pediatrics,Type 2 Diabetes,13302.64,2026-07-28
PT-2332,Samantha Frye,292-38-3599,Radiology,Hypertension,9401.57,2026-01-21
PT-2333,Michael Gomez,331-03-1760,Oncology,Fracture,5518.27,2026-04-09
PT-2334,Jessica Kelley,246-64-1551,Cardiology,Hypertension,829.56,2026-08-27
PT-2335,Johnny Martinez,575-38-9578,Oncology,Hypertension,10125.57,2026-02-17
PT-2336,Stephanie Cameron,854-35-2648,Radiology,Type 2 Diabetes,6216.95,2026-07-05
PT-2337,Christopher Clark,192-90-9395,Pediatrics,Hypertension,4189.37,2026-07-25
PT-2338,Tammy Harris,412-77-1185,Radiology,Asthma,11989.72,2026-05-02
PT-2339,Stephen Carroll,004-75-4738,Pediatrics,Migraine,9898.46,2026-02-12
PT-2340,Gregory Sanders,079-79-0288,Cardiology,Migraine,7231.81,2026-07-15
PT-2341,Tabitha Brooks,782-89-6297,Radiology,Asthma,9463.51,2026-07-24
PT-2342,Jacob Williams,513-06-9679,Pediatrics,Hypertension,4700.35,2026-05-05
PT-2343,Felicia Wolfe,448-62-6320,Radiology,Asthma,8746.31,2026-04-28
PT-2344,Emily Davis,782-40-2424,Pediatrics,Type 2 Diabetes,13670.7,2026-03-20
PT-2345,James Wolfe,123-42-6886,Pediatrics,Fracture,8872.13,2026-07-09
PT-2346,Howard Hendrix,794-79-3037,Cardiology,Hypertension,10730.58,2026-03-10
PT-2347,David Potter,262-50-2376,Cardiology,Type 2 Diabetes,10794.61,2026-04-08
PT-2348,Brian Williams,028-44-5761,Cardiology,Asthma,6560.03,2026-08-12
PT-2349,James Ford,810-12-1263,Oncology,Fracture,2065.08,2026-03-12
PT-2350,Devin Hall,235-31-6802,Oncology,Hypertension,6085.9,2026-06-08
PT-2351,Lisa Ross,226-85-3337,Pediatrics,Type 2 Diabetes,10774.57,2026-01-19
PT-2352,David Lewis,263-99-1927,Cardiology,Type 2 Diabetes,7787.46,2026-01-12
PT-2353,Lindsey Wise,539-78-9599,Radiology,Asthma,8583.62,2026-01-01
PT-2354,Andrea Nielsen,153-62-7045,Radiology,Asthma,10596.96,2026-04-10
PT-2355,Dawn Mccormick,455-72-7745,Oncology,Asthma,2602.11,2026-01-18
PT-2356,Ruben Peterson,727-81-9786,Radiology,Hypertension,10901.51,2026-06-14
PT-2357,Jack Johnson,488-61-2734,Pediatrics,Migraine,8593.31,2026-04-26
PT-2358,Samantha Johnson,713-19-4877,Cardiology,Fracture,12044.48,2026-02-04
PT-2359,Kevin Faulkner,096-70-9755,Cardiology,Hypertension,2885.38,2026-07-27
PT-2360,Rick Hale,269-29-2695,Pediatrics,Type 2 Diabetes,6813.44,2026-03-18
PT-2361,Kim Ware,090-07-0380,Radiology,Migraine,5840.7,2026-03-14
PT-2362,Mrs. Kimberly Baker DVM,088-86-8999,Oncology,Hypertension,3087.8,2026-03-18
PT-2363,Dr. Tammy Nelson,505-06-9199,Oncology,Asthma,13025.63,2026-04-19
PT-2364,Tony Young,011-54-4037,Cardiology,Type 2 Diabetes,13207.78,2026-05-26
PT-2365,Jaime Mccarthy,635-92-7733,Oncology,Hypertension,4073.32,2026-04-24
PT-2366,Devin Russell,499-02-6209,Pediatrics,Asthma,9732.8,2026-05-01
PT-2367,Christopher Washington,326-88-1495,Cardiology,Type 2 Diabetes,10643.71,2026-08-28
PT-2368,Sarah Peters,077-48-1644,Cardiology,Asthma,7861.04,2026-01-24
PT-2369,Rhonda Cabrera,807-01-2647,Cardiology,Type 2 Diabetes,8105.46,2026-05-11
PT-2370,Abigail Whitaker,050-01-5218,Radiology,Fracture,10663.11,2026-07-28
PT-2371,Steven Howe,220-91-7634,Oncology,Fracture,11847.43,2026-07-20
PT-2372,Lauren Meyer,172-97-3471,Pediatrics,Type 2 Diabetes,7173.79,2026-06-29
PT-2373,Frank Thompson,833-91-8669,Oncology,Fracture,2940.43,2026-06-26
PT-2374,Victoria Sweeney,205-07-8146,Oncology,Asthma,14431.78,2026-06-10
PT-2375,Kenneth Wilson,271-10-9563,Cardiology,Asthma,3309.24,2026-08-03
PT-2376,Danny Wong,289-88-6844,Cardiology,Migraine,7546.29,2026-07-24
PT-2377,Loretta Cook,861-56-0181,Radiology,Type 2 Diabetes,7589.15,2026-09-06
PT-2378,Jacob Davenport,501-41-1602,Cardiology,Asthma,9303.64,2026-04-30
PT-2379,Jennifer Campbell,812-06-0569,Radiology,Hypertension,1204.3,2026-07-20
PT-2380,Christina Myers,783-54-2071,Oncology,Type 2 Diabetes,1404.97,2026-09-02
PT-2381,Annette Avila,375-25-2844,Radiology,Asthma,7353.05,2026-08-20
PT-2382,Robin Scott,244-07-4899,Radiology,Hypertension,4957.36,2026-06-09
PT-2383,Chad Taylor,028-81-4523,Cardiology,Fracture,2288.61,2026-03-29
PT-2384,John Sullivan,646-72-9607,Cardiology,Migraine,2874.99,2026-08-15
PT-2385,Sarah Cobb,564-29-1149,Pediatrics,Fracture,11935.19,2026-02-03
PT-2386,Jeffrey Martin,313-44-8156,Oncology,Migraine,3270.94,2026-06-27
PT-2387,Megan Freeman,071-53-5906,Oncology,Fracture,11004.34,2026-06-10
PT-2388,Sean Walsh II,140-59-1369,Radiology,Asthma,11541.67,2026-05-16
PT-2389,Stephanie Thomas,409-05-8845,Cardiology,Migraine,4684.28,2026-05-21
PT-2390,Susan Perkins,668-85-7337,Oncology,Fracture,13648.03,2026-07-14
PT-2391,Mathew Hicks,318-17-9784,Radiology,Hypertension,6998.72,2026-01-27
PT-2392,James Miles,728-99-4334,Oncology,Migraine,6131.15,2026-05-28
PT-2393,Erik Davis,673-57-0087,Radiology,Fracture,4787.78,2026-02-23
PT-2394,John Thomas,419-76-9290,Pediatrics,Migraine,14439.54,2026-08-24
PT-2395,Benjamin Williams,725-15-8816,Oncology,Type 2 Diabetes,7784.26,2026-09-12
PT-2396,Christopher Burke,029-11-4203,Oncology,Asthma,3905.49,2026-06-24
PT-2397,Brian Edwards,714-21-8957,Radiology,Hypertension,2043.31,2026-05-11
PT-2398,Leslie Evans,195-07-1086,Radiology,Hypertension,9124.54,2026-07-13
PT-2399,Tracy Anderson,272-11-4470,Oncology,Asthma,8557.93,2026-01-04
PT-2400,Matthew Schwartz,285-98-5245,Radiology,Type 2 Diabetes,13516.28,2026-04-17
PT-2401,Denise Miller,162-66-9224,Radiology,Hypertension,9608.41,2026-05-13
PT-2402,Steven Johnson,862-17-4663,Pediatrics,Hypertension,11346.46,2026-01-02
PT-2403,Darlene Dean,355-02-4377,Cardiology,Asthma,5704.96,2026-03-13
PT-2404,Michelle Lee,090-95-1357,Pediatrics,Migraine,13133.99,2026-08-04
PT-2405,David Reed,348-41-2461,Radiology,Hypertension,6905.07,2026-05-24
PT-2406,Kathy Olsen,759-37-7964,Pediatrics,Fracture,13633.5,2026-05-09
PT-2407,Richard Zimmerman,414-04-2024,Cardiology,Migraine,3225.9,2026-08-14
PT-2408,Mrs. Meghan Garcia,705-70-7792,Cardiology,Asthma,13468.83,2026-07-22
PT-2409,Haley Collins,750-81-7141,Cardiology,Asthma,11303.51,2026-09-14
PT-2410,George Ibarra,726-22-2703,Radiology,Migraine,12767.69,2026-08-13
PT-2411,Misty Harris,056-62-9473,Radiology,Asthma,4002.59,2026-06-07
PT-2412,Kelly Davis,334-80-0899,Oncology,Fracture,7874.11,2026-02-07
PT-2413,David Reeves,012-40-9517,Cardiology,Asthma,1914.74,2026-05-15
PT-2414,Tonya Montoya,163-35-1192,Cardiology,Hypertension,11110.6,2026-08-08
PT-2415,Deborah Thomas,497-70-8394,Cardiology,Fracture,14794.49,2026-06-19
PT-2416,Mary Salas,787-45-7466,Pediatrics,Fracture,13056.7,2026-09-13
PT-2417,Kimberly Coleman,586-94-3114,Pediatrics,Asthma,14764.59,2026-05-21
PT-2418,Susan Anderson,422-62-2973,Cardiology,Asthma,2019.42,2026-05-22
PT-2419,Erin Farmer,063-68-4493,Radiology,Migraine,11869.3,2026-08-08
PT-2420,Timothy Glass,509-44-3058,Radiology,Migraine,4717.9,2026-04-01
PT-2421,Sherry Rodriguez,402-26-8039,Radiology,Hypertension,3771.81,2026-06-04
PT-2422,Norman Reyes,057-41-2910,Pediatrics,Fracture,8260.57,2026-02-22
PT-2423,Damon Anderson,653-31-6964,Radiology,Fracture,14016.64,2026-04-29
PT-2424,Mr. Michael Barnes,084-25-6545,Pediatrics,Fracture,11739.15,2026-04-25
PT-2425,Joanna Torres,056-96-0212,Oncology,Type 2 Diabetes,14124.97,2026-06-01
PT-2426,Amanda Stevens,852-13-5364,Radiology,Fracture,726.39,2026-03-25
PT-2427,Aaron Martinez,702-06-2534,Cardiology,Migraine,12474.75,2026-01-18
PT-2428,Jason Lopez,833-66-8400,Cardiology,Migraine,11213.68,2026-06-07
PT-2429,Javier Carpenter,544-39-7463,Radiology,Migraine,8441.14,2026-09-03
PT-2430,Michele Peters,200-68-8036,Cardiology,Asthma,1760.73,2026-07-17
PT-2431,Felicia Atkinson,802-92-4569,Oncology,Fracture,275.39,2026-02-25
PT-2432,Alex Price,150-03-1194,Radiology,Migraine,1988.33,2026-06-11
PT-2433,Lisa Lester,135-76-5428,Pediatrics,Type 2 Diabetes,11147.95,2026-04-05
PT-2434,Darlene Perez,581-03-1478,Oncology,Fracture,4204.91,2026-01-24
PT-2435,Dr. Maurice Moore II,099-72-5413,Radiology,Type 2 Diabetes,7061.39,2026-09-10
PT-2436,Rachel Walker,884-35-4475,Oncology,Type 2 Diabetes,11321.46,2026-09-15
PT-2437,Kyle Ochoa,099-89-3063,Radiology,Migraine,10804.28,2026-04-06
PT-2438,Patrick Taylor,470-80-3365,Cardiology,Hypertension,705.2,2026-07-06
PT-2439,Adrian Rangel,428-31-2640,Cardiology,Migraine,7509.74,2026-05-18
PT-2440,Stephanie Harris,616-56-1466,Oncology,Fracture,5628.72,2026-05-15
PT-2441,Michael Sullivan,057-88-2368,Radiology,Fracture,3727.53,2026-06-29
PT-2442,Michele Miller,647-35-6589,Cardiology,Asthma,11038.56,2026-03-07
PT-2443,Eric Singh,797-16-5912,Radiology,Asthma,294.98,2026-09-10
PT-2444,Amy Sullivan,397-20-8861,Oncology,Fracture,3154.78,2026-06-18
PT-2445,Tammy Ortiz,030-55-6003,Cardiology,Migraine,8222.73,2026-04-02
PT-2446,Zachary Bell,297-54-0041,Radiology,Hypertension,6715.46,2026-08-19
PT-2447,Adam Shannon,538-76-1011,Pediatrics,Hypertension,864.39,2026-03-23
PT-2448,Todd Strickland,508-28-8052,Pediatrics,Hypertension,10406.65,2026-06-03
PT-2449,Charles Murray,341-10-6872,Radiology,Migraine,11499.91,2026-03-15
PT-2450,Charles Richardson,041-62-0958,Oncology,Asthma,940.08,2026-09-13
PT-2451,Jeffery Sanchez,014-85-6137,Pediatrics,Fracture,7434.29,2026-04-26
PT-2452,Andrew Weber,412-63-1653,Radiology,Hypertension,5857.8,2026-01-24
PT-2453,Timothy Andrade,870-88-9020,Oncology,Asthma,5580.08,2026-09-10
PT-2454,Robert Perez,671-51-0463,Oncology,Fracture,11149.61,2026-07-16
PT-2455,Mrs. Lisa Johnson,647-45-3911,Oncology,Hypertension,5322.98,2026-03-31
PT-2456,Mr. Shawn Smith,789-28-5157,Radiology,Asthma,11834.16,2026-07-29
PT-2457,Johnny Robinson,543-20-0411,Radiology,Migraine,13150.43,2026-01-15
PT-2458,Michael Harris,360-73-6270,Pediatrics,Asthma,8740.07,2026-09-13
PT-2459,Rebecca Brown,667-85-3179,Pediatrics,Migraine,14557.05,2026-07-19
PT-2460,Melissa Potts,753-17-4706,Oncology,Asthma,14963.37,2026-07-30
PT-2461,Cory Leonard,259-72-0984,Pediatrics,Migraine,9622.37,2026-02-14
PT-2462,James Costa,334-51-1242,Oncology,Asthma,11283.92,2026-06-05
PT-2463,Renee Peterson,568-22-3178,Pediatrics,Type 2 Diabetes,5104.65,2026-08-05
PT-2464,Cameron Shaw,788-49-3992,Oncology,Hypertension,12813.99,2026-05-31
PT-2465,Austin Williams,579-45-0563,Pediatrics,Fracture,8858.91,2026-09-10
PT-2466,Brett Rios,128-91-8695,Radiology,Hypertension,5488.69,2026-03-03
PT-2467,Nathaniel Mcfarland,668-89-4026,Cardiology,Hypertension,7492.36,2026-01-29
PT-2468,Justin Bell,157-16-1571,Pediatrics,Hypertension,11705.82,2026-02-07
PT-2469,Candice Murphy,020-85-5221,Radiology,Hypertension,11238.25,2026-04-14
PT-2470,Mrs. Susan Trevino DDS,132-43-1012,Pediatrics,Asthma,4997.33,2026-01-25
PT-2471,Samantha Clark,068-35-0264,Pediatrics,Migraine,3010.2,2026-09-06
PT-2472,David Ryan,208-02-2973,Radiology,Migraine,12600.91,2026-01-27
PT-2473,Jeremy Rivera,148-47-1440,Cardiology,Migraine,9110.99,2026-03-25
PT-2474,Gina Dean,572-07-8035,Oncology,Fracture,2666.06,2026-02-27
PT-2475,Heather Jackson,365-36-3580,Oncology,Asthma,10569.23,2026-07-18
PT-2476,Larry Obrien,168-02-6890,Radiology,Migraine,13459.97,2026-05-11
PT-2477,Daniel Cochran,884-15-0984,Radiology,Migraine,2747.02,2026-07-13
PT-2478,Kathleen Smith,697-13-8124,Oncology,Asthma,3247.24,2026-08-02
PT-2479,Jon Perez,045-15-8763,Pediatrics,Migraine,894.34,2026-04-24
PT-2480,Dana Taylor,285-35-2282,Oncology,Type 2 Diabetes,12687.33,2026-04-02
PT-2481,Raymond Foster,104-78-2641,Pediatrics,Type 2 Diabetes,3964.39,2026-02-12
PT-2482,Jill Knox,518-80-3881,Pediatrics,Fracture,11477.77,2026-03-06
PT-2483,George Hernandez,510-36-3354,Cardiology,Hypertension,5353.1,2026-07-23
PT-2484,Sarah Haynes,452-27-1987,Oncology,Hypertension,11942.02,2026-04-14
PT-2485,Christine Powell,419-21-4734,Oncology,Hypertension,205.76,2026-07-02
PT-2486,Stacy Wagner,448-49-9227,Oncology,Migraine,2856.72,2026-08-02
PT-2487,Andrew Pittman,475-48-0778,Oncology,Hypertension,6025.36,2026-09-08
PT-2488,Stephanie Smith,617-04-2378,Oncology,Asthma,5747.35,2026-03-01
PT-2489,Christina Delgado,447-96-1580,Radiology,Type 2 Diabetes,13844.82,2026-01-11
PT-2490,Ryan Williams,457-26-7373,Oncology,Hypertension,11373.36,2026-04-23
PT-2491,Darlene Clayton MD,804-12-7634,Radiology,Hypertension,4033.26,2026-07-24
PT-2492,Sharon Garcia,325-67-5286,Cardiology,Fracture,13371.41,2026-05-26
PT-2493,Jessica Crawford,757-20-5196,Pediatrics,Asthma,504.43,2026-04-25
PT-2494,Amy Wells,395-44-5078,Cardiology,Fracture,2477.23,2026-09-02
PT-2495,Daniel Velez,370-82-7085,Oncology,Fracture,4406.88,2026-06-19
PT-2496,Stephanie Wallace,495-60-1677,Cardiology,Asthma,14581.08,2026-01-13
PT-2497,Christopher Williams,854-11-1072,Oncology,Hypertension,4241.49,2026-08-06
PT-2498,Jason Caldwell,231-65-3006,Pediatrics,Type 2 Diabetes,2116.61,2026-09-06
PT-2499,Courtney Sharp,744-85-0154,Oncology,Type 2 Diabetes,8263.64,2026-07-07
PT-2500,Brenda Mullins,187-82-9797,Pediatrics,Hypertension,11501.41,2026-05-20
PT-2501,Edward Williams,266-29-8553,Pediatrics,Asthma,11879.01,2026-02-12
PT-2502,Stephanie Hartman,094-84-6947,Radiology,Asthma,530.05,2026-07-02
PT-2503,Andrew Smith,264-49-8133,Cardiology,Fracture,14026.81,2026-03-21
PT-2504,Theresa Ortiz,282-65-2770,Radiology,Hypertension,14644.83,2026-07-18
PT-2505,Dale Lee,254-72-9503,Cardiology,Hypertension,5873.5,2026-02-09
PT-2506,Erin Owens,660-25-8846,Cardiology,Fracture,14811.0,2026-05-13
PT-2507,Jay Mckay,172-09-8294,Pediatrics,Type 2 Diabetes,7564.19,2026-02-17
PT-2508,Nicole Burns,123-98-9488,Cardiology,Type 2 Diabetes,5957.06,2026-09-01
PT-2509,Tyler Jones,706-40-7871,Pediatrics,Type 2 Diabetes,4411.31,2026-06-22
PT-2510,James Brooks,506-78-7376,Oncology,Migraine,2654.33,2026-04-08
PT-2511,Samantha Odonnell,325-79-2537,Cardiology,Fracture,12810.2,2026-01-16
PT-2512,Suzanne Daniels,800-16-2456,Cardiology,Type 2 Diabetes,11896.93,2026-08-03
PT-2513,Kimberly Green,341-34-8665,Pediatrics,Type 2 Diabetes,7414.9,2026-03-16
PT-2514,Christopher Padilla,448-29-2065,Radiology,Asthma,13147.66,2026-07-31
PT-2515,Angela Smith,838-14-5318,Pediatrics,Migraine,14042.31,2026-02-11
PT-2516,Kent Hampton,182-02-3805,Pediatrics,Asthma,10401.16,2026-08-21
PT-2517,Micheal Black,275-67-8144,Radiology,Type 2 Diabetes,12971.31,2026-07-07
PT-2518,Michael Olson,552-85-6406,Cardiology,Hypertension,10820.65,2026-01-01
PT-2519,Andrew Andrews,128-82-2739,Radiology,Fracture,9534.42,2026-02-15
PT-2520,William Gibson,752-86-0877,Pediatrics,Asthma,11812.97,2026-02-02
PT-2521,Timothy Foley,644-25-7505,Cardiology,Type 2 Diabetes,272.77,2026-07-22
PT-2522,Stephanie Harmon,408-18-8303,Cardiology,Migraine,9372.88,2026-02-27
PT-2523,Erica Rivers,851-22-4884,Oncology,Asthma,1359.55,2026-07-08
PT-2524,William Perez,758-35-4887,Pediatrics,Migraine,8713.17,2026-03-24
PT-2525,Meagan Davis,343-29-8398,Pediatrics,Hypertension,13381.49,2026-04-20
PT-2526,Susan Brown,557-95-6664,Radiology,Type 2 Diabetes,4553.71,2026-06-06
PT-2527,Gregory Reeves,880-71-6475,Radiology,Migraine,11085.29,2026-01-15
PT-2528,Sue Camacho,305-32-8695,Pediatrics,Hypertension,9937.0,2026-02-19
PT-2529,Christopher Neal,014-50-1547,Pediatrics,Migraine,11024.8,2026-04-25
PT-2530,Deborah Greer,643-13-6316,Radiology,Type 2 Diabetes,12373.69,2026-02-24
PT-2531,Peter Keith,890-10-3907,Cardiology,Asthma,4812.57,2026-03-27
